3.761030	3.914895	3.919184	304.493786	0.090431
0.446476	0.003870	0.000000	402.870869	0.127965
0.447248	0.013307	0.000000	257.765710	0.088365
0.428339	0.003930	0.000000	231.815463	0.082635
0.447993	0.008602	0.000000	149.678163	0.070643
0.446860	0.015363	0.000000	90.639837	0.104151
0.446092	0.011484	0.000000	69.075557	0.125703
0.446285	0.003635	0.000000	44.253717	0.107355
0.448556	0.013028	0.000000	52.013175	0.076006
0.446152	0.013119	0.000000	41.013626	0.096868
0.446012	0.015835	0.000000	79.592976	0.083347
0.447562	0.010929	0.000000	176.144930	0.121915
0.465065	0.013985	0.000000	179.807612	0.242997
0.447116	0.007532	0.000000	227.512536	0.103580
0.428422	0.013030	0.000000	232.805506	0.098318
0.453082	0.021593	0.000000	253.851612	0.092760
3.747161	0.245716	0.244949	1152.126938	0.743671
3.866387	0.246009	0.447214	1232.444200	0.793218
0.055606	0.031749	0.447214	29.282064	0.049578
0.052597	0.063458	0.447214	69.140704	0.027454
0.052121	0.042466	0.447214	77.106747	0.013322
0.050763	0.053001	0.447214	47.584662	0.012593
0.057842	0.080231	0.447214	50.127744	0.033707
0.058789	0.085238	0.447214	47.431616	0.038158
0.059778	0.052876	0.447214	32.025195	0.024479
0.086489	0.066965	0.447214	21.922105	0.036968
0.085168	0.060209	0.447214	87.987689	0.036269
0.085407	0.025547	0.447214	112.819971	0.034747
0.074269	0.044995	0.447214	75.857020	0.044757
0.073257	0.042756	0.447214	48.125669	0.029970
0.073142	0.040502	0.447214	54.952914	0.020591
0.112407	0.074427	0.447214	84.909912	0.013813
0.182543	0.044330	3.515679	221.142972	0.061257
0.334236	0.040669	3.674235	202.497998	0.068134
0.244458	0.032987	0.244949	243.158158	0.084040
0.244947	0.016721	0.200000	146.324398	0.064348
0.315706	0.035566	0.200000	96.878883	0.065155
0.184574	0.014682	0.200000	79.760709	0.053778
0.198728	0.063866	0.200000	122.202338	0.083314
0.245021	0.013956	0.200000	120.426492	0.048351
0.212545	0.073803	0.200000	87.182397	0.106184
0.244653	0.047213	0.200000	29.914257	0.036399
0.244799	0.033740	0.200000	71.341679	0.024031
0.245324	0.012120	0.200000	38.316296	0.084459
0.278180	0.050249	0.200000	45.562123	0.126238
0.226436	0.054406	0.200000	40.220906	0.046491
0.246140	0.088007	0.200000	57.182662	0.050614
0.244939	0.021385	0.200000	49.622372	0.088900
0.244946	0.074289	0.200000	72.691980	0.071575
0.244474	0.063293	0.200000	81.191733	0.068934
0.233246	0.048939	0.200000	58.932330	0.063629
0.262644	0.037460	0.200000	82.262828	0.077948
0.232614	0.037001	0.200000	92.297429	0.065341
0.245006	0.047893	0.200000	114.020335	0.053175
0.293779	0.075782	0.200000	88.305492	0.111720
0.240850	0.036956	0.200000	112.848309	0.062486
0.230618	0.040391	0.200000	101.356053	0.132215
0.259907	0.038361	0.200000	141.964371	0.143876
0.245061	0.088517	0.200000	193.219800	0.141785
0.245270	0.012472	0.200000	190.682465	0.108537
0.282080	0.065323	0.200000	170.553368	0.147803
0.244637	0.008706	0.200000	226.326775	0.141754
0.232310	0.010632	0.200000	158.026881	0.067963
3.885981	0.260761	0.374166	967.122156	0.793794
3.898625	0.270220	0.678233	962.405001	0.610808
0.056225	0.096521	0.447214	22.832654	0.025789
0.055105	0.029781	0.447214	26.847114	0.000742
0.054300	0.050250	0.447214	32.750530	0.031106
0.052102	0.061001	0.447214	84.071775	0.016609
0.047891	0.035123	0.447214	46.392114	0.033156
0.059608	0.080746	0.447214	51.857378	0.021526
0.062870	0.040909	0.447214	34.375141	0.052284
0.062874	0.043534	0.447214	66.721525	0.053350
0.063460	0.091945	0.447214	78.537909	0.046498
0.061882	0.041156	0.447214	47.061356	0.030206
0.069452	0.040279	0.447214	44.939291	0.013482
0.069899	0.084325	0.447214	93.346565	0.049809
0.128546	0.083288	0.447214	101.535146	0.071315
0.203952	0.062005	3.271085	129.226768	0.029774
0.203778	0.104613	3.271085	119.329762	0.045078
0.001460	0.091141	0.447214	29.490483	0.000875
0.001426	0.044038	0.447214	50.014492	0.034079
0.001394	0.041355	0.447214	43.519989	0.013174
0.011298	0.043238	0.447214	102.179333	0.052429
0.036005	0.041575	0.447214	56.093227	0.021338
0.073143	0.096173	0.447214	87.152356	0.021285
0.090209	0.084761	0.447214	78.476423	0.024810
0.090649	0.071439	0.447214	101.159227	0.025581
0.091114	0.040766	0.447214	54.173267	0.020856
0.087724	0.051948	0.447214	105.116931	0.039723
0.139342	0.253465	0.447214	108.396147	0.044457
0.205069	0.059613	0.447214	186.165782	0.061899
0.186422	0.093500	2.675818	221.653521	0.068176
0.316137	0.042096	3.310589	198.145224	0.079793
0.365768	0.049945	2.856571	190.869554	0.091655
0.228082	0.040301	0.374166	160.363031	0.064635
0.197179	0.036921	0.447214	124.561332	0.067992
0.233419	0.040329	0.374166	78.608474	0.045153
0.199630	0.086259	0.374166	139.907301	0.035797
0.201225	0.018795	0.447214	42.337936	0.042709
0.245426	0.056972	0.374166	59.453807	0.102971
0.221803	0.065851	0.374166	75.129219	0.129967
0.193907	0.052486	0.447214	67.420765	0.044224
0.215265	0.058325	0.374166	79.880320	0.065264
0.199517	0.057453	0.374166	49.859073	0.104018
0.200387	0.048327	0.447214	29.341916	0.045341
0.244893	0.065936	0.374166	6.998686	0.024312
0.198912	0.016311	0.374166	13.346878	0.085058
0.201037	0.050510	0.447214	37.675890	0.052610
0.247411	0.027825	0.374166	19.577382	0.054859
0.198436	0.038999	0.374166	20.937841	0.038194
0.200566	0.065027	0.447214	51.026028	0.054934
0.245657	0.084403	0.374166	41.043033	0.096489
0.200331	0.041996	0.374166	41.013207	0.032891
0.202057	0.039971	0.447214	58.337286	0.081972
0.250178	0.069441	0.374166	58.413533	0.085585
0.208078	0.049930	0.374166	29.122413	0.082458
0.199312	0.032249	0.447214	59.609912	0.048698
0.243798	0.038530	0.374166	66.207427	0.127237
0.198887	0.038714	0.374166	45.977596	0.117730
0.201062	0.029523	0.447214	96.005170	0.035992
0.244996	0.049183	0.374166	93.636476	0.076488
0.195885	0.059263	0.374166	97.617061	0.112022
0.228973	0.051379	0.447214	103.726652	0.043434
0.245500	0.056148	0.374166	120.783083	0.054095
0.201144	0.047700	0.374166	100.608441	0.111944
0.202993	0.006615	0.447214	125.389039	0.025584
0.243281	0.046916	0.374166	168.680391	0.071201
0.188748	0.069355	0.374166	92.439295	0.072291
0.216626	0.020593	0.447214	139.837366	0.128055
0.256499	0.021412	0.374166	188.496273	0.146051
0.200277	0.044859	0.374166	101.800516	0.165037
0.208188	0.050134	0.447214	113.522369	0.073852
0.309163	0.102515	0.374166	216.160839	0.071628
0.227184	0.066952	0.374166	190.499295	0.110386
3.181189	0.221141	0.583095	606.854580	0.520797
3.848290	0.244425	0.734847	632.865686	0.555011
3.115122	0.212952	0.860233	496.426901	0.454801
0.056429	0.081071	0.509902	106.321941	0.062352
0.055815	0.056952	0.509902	79.824784	0.023948
0.056069	0.076188	0.509902	69.706293	0.046041
0.056593	0.040812	0.509902	74.973529	0.082535
0.056847	0.044224	0.509902	63.643730	0.025294
0.064945	0.028225	0.509902	64.808720	0.036512
0.064471	0.042507	0.509902	92.600051	0.039664
0.058329	0.042167	0.509902	89.427537	0.064781
0.057355	0.049947	0.509902	72.691458	0.074518
0.058113	0.035063	0.509902	65.342175	0.096855
0.058348	0.156178	0.509902	111.313465	0.181181
0.192243	0.046493	2.477902	126.857574	0.049706
0.225931	0.054718	2.989983	123.311784	0.069286
0.156049	0.052190	2.420744	123.957917	0.049844
0.000465	0.019335	0.509902	46.886288	0.042704
0.001811	0.043697	0.509902	15.148992	0.039698
0.001598	0.052968	0.509902	51.870444	0.074195
0.001712	0.095613	0.509902	85.219616	0.032407
0.001662	0.082979	0.509902	60.884988	0.050335
0.055438	0.051955	0.509902	28.945736	0.024623
0.084297	0.073165	0.509902	88.086481	0.069399
0.085372	0.064175	0.509902	83.039613	0.032051
0.085602	0.053179	0.509902	101.267226	0.032830
0.085836	0.065288	0.509902	116.799141	0.045769
0.086188	0.046512	0.509902	75.763431	0.033738
0.189097	0.063122	2.477902	103.680826	0.033822
0.168560	0.060861	2.989983	122.497000	0.016925
0.124363	0.014083	2.420744	76.913672	0.040219
0.001959	0.056728	0.509902	26.148195	0.013934
0.001639	0.044402	0.509902	35.266936	0.024885
0.001841	0.049472	0.509902	36.316204	0.048249
0.001875	0.062076	0.509902	49.909445	0.016152
0.003494	0.067768	0.509902	29.121894	0.038479
0.012063	0.053341	0.509902	32.480138	0.013556
0.012240	0.049913	0.509902	30.583194	0.034402
0.026315	0.049180	0.509902	32.674162	0.032779
0.026899	0.060056	0.509902	49.097798	0.033751
0.027106	0.049119	0.509902	35.361678	0.020893
0.027785	0.041741	0.509902	34.016355	0.021220
0.200975	0.044347	2.477902	175.908177	0.070996
0.380157	0.091863	3.065942	226.390499	0.100091
0.407424	0.021751	2.657066	148.263931	0.070375
0.165623	0.014902	0.374166	729.924038	0.184459
0.022127	0.044892	0.509902	51.452131	0.036711
0.200437	0.068548	0.583095	81.523899	0.074134
0.247494	0.020105	0.583095	116.959236	0.089892
0.201721	0.044858	0.509902	63.298237	0.068437
0.001870	0.049396	0.509902	27.325568	0.026141
0.201111	0.003681	0.583095	46.069987	0.049583
0.245929	0.018716	0.583095	62.322902	0.080115
0.201735	0.057349	0.509902	29.754504	0.077060
0.000872	0.037637	0.509902	16.635916	0.038665
0.200892	0.037417	0.583095	21.778667	0.046652
0.260373	0.061924	0.583095	42.449933	0.075738
0.210116	0.106841	0.509902	67.070774	0.109815
0.024641	0.040938	0.509902	20.130083	0.041781
0.195210	0.032510	0.583095	14.409779	0.097360
0.244441	0.015593	0.583095	16.710571	0.047562
0.200797	0.037016	0.509902	16.980388	0.093450
0.001318	0.035514	0.509902	16.785197	0.049075
0.201717	0.014024	0.583095	32.083108	0.045543
0.228367	0.049843	0.583095	19.002578	0.088662
0.193247	0.044287	0.509902	34.535651	0.111655
0.053162	0.061096	0.509902	31.529598	0.105258
0.198775	0.042974	0.583095	30.342570	0.074705
0.244865	0.046277	0.583095	48.045333	0.124136
0.198985	0.048730	0.509902	44.749494	0.068503
0.006401	0.055140	0.509902	33.854715	0.085088
0.227119	0.040167	0.583095	40.905905	0.122460
0.291766	0.075064	0.583095	63.380415	0.130822
0.270223	0.046269	0.509902	48.415592	0.133835
0.001569	0.070161	0.509902	32.951568	0.063873
0.202482	0.074699	0.583095	71.692667	0.096857
0.243378	0.063828	0.583095	91.844053	0.118726
0.192976	0.032945	0.509902	86.979297	0.116414
0.035771	0.040832	0.509902	30.926344	0.051257
0.198849	0.043691	0.583095	84.399480	0.087772
0.243386	0.074585	0.583095	93.102448	0.098633
0.199130	0.033470	0.509902	120.990632	0.082083
0.000736	0.100673	0.509902	51.595215	0.098054
0.199059	0.066670	0.583095	122.368585	0.182318
0.243543	0.079465	0.583095	139.788198	0.215775
0.199694	0.056190	0.509902	101.000727	0.193915
0.007360	0.051396	0.509902	68.561290	0.200329
0.213036	0.042969	0.583095	127.094845	0.064489
0.248440	0.061051	0.583095	127.086939	0.121241
0.206945	0.092113	0.509902	104.274556	0.083348
0.001131	0.048930	0.509902	43.861267	0.061416
0.199119	0.049349	0.583095	142.193047	0.050759
0.244301	0.008484	0.583095	218.100190	0.108720
0.199766	0.037226	0.509902	171.739097	0.076187
0.075256	0.044687	0.509902	37.042051	0.070914
3.164798	0.213437	0.748331	422.111968	0.355426
3.875507	0.269120	0.969536	482.772349	0.440012
3.126447	0.223212	1.048809	306.030622	0.307560
0.001075	0.040688	0.509902	34.413363	0.042122
0.001104	0.053332	0.509902	62.459849	0.025280
0.001175	0.055407	0.509902	44.842367	0.044252
0.001275	0.048135	0.509902	48.705153	0.061294
0.016434	0.063059	0.509902	47.936984	0.029564
0.014794	0.041029	0.509902	57.759347	0.025616
0.047976	0.014612	0.509902	50.074642	0.025331
0.047943	0.073064	0.509902	61.098806	0.058232
0.065317	0.038515	0.509902	46.854504	0.053409
0.065508	0.041155	0.509902	63.375226	0.057766
0.180435	0.084315	2.280351	151.776158	0.068129
0.216195	0.072873	2.745906	148.593581	0.077885
0.209602	0.026711	2.222611	116.317113	0.032430
0.015128	0.066766	0.509902	91.457454	0.024851
0.015105	0.014098	0.509902	44.239140	0.026440
0.014538	0.082990	0.509902	49.343232	0.033682
0.014503	0.046940	0.509902	34.785433	0.046057
0.014660	0.072872	0.509902	57.188504	0.025147
0.013628	0.085018	0.509902	65.056193	0.049148
0.013031	0.075163	0.509902	48.184534	0.034684
0.013066	0.072258	0.509902	67.191218	0.039361
0.012229	0.089986	0.509902	31.929076	0.029557
0.038426	0.069911	0.509902	55.098676	0.044590
0.195911	0.090140	2.280351	148.413271	0.087048
0.283076	0.049184	2.745906	128.676253	0.059262
0.226396	0.050081	2.222611	125.908382	0.038794
0.071139	0.054301	0.509902	35.987104	0.049342
0.071668	0.059331	0.509902	48.953100	0.026538
0.117028	0.062479	0.509902	31.653201	0.042399
0.116669	0.015505	0.509902	64.121073	0.027530
0.117058	0.049099	0.509902	60.877679	0.021250
0.116636	0.015124	0.509902	51.166027	0.015693
0.116888	0.062302	0.509902	67.790774	0.039464
0.114210	0.093372	0.509902	74.349769	0.025404
0.163382	0.060773	0.509902	70.390415	0.054467
0.163519	0.040608	0.509902	64.703176	0.049626
0.250519	0.017583	2.280351	88.142239	0.031927
0.205126	0.051740	2.745906	111.683114	0.061474
0.167076	0.075088	2.222611	67.716290	0.077646
0.079546	0.044600	0.509902	50.449396	0.025582
0.079596	0.047023	0.509902	61.154705	0.021225
0.079838	0.052312	0.509902	44.659735	0.026316
0.079995	0.005164	0.509902	56.177728	0.029771
0.095667	0.045158	0.509902	76.329313	0.013621
0.094990	0.050920	0.509902	53.739778	0.025035
0.094073	0.048329	0.509902	32.271651	0.034866
0.115732	0.038407	0.509902	56.943549	0.031769
0.114967	0.039645	0.509902	53.004006	0.044827
0.114682	0.059877	0.509902	85.182180	0.013442
0.191739	0.061822	2.280351	148.359921	0.064867
0.341805	0.043309	2.821347	147.459384	0.074695
0.338438	0.046272	2.457641	95.030318	0.087716
0.199295	0.040762	0.374166	115.773395	0.069519
0.002391	0.037687	0.509902	12.774840	0.027177
0.071215	0.068203	0.509902	35.168367	0.020248
0.194967	0.036243	0.748331	44.040878	0.058438
0.245515	0.052277	0.812404	65.990081	0.075228
0.142856	0.043791	0.678233	50.355159	0.027280
0.001515	0.063885	0.509902	30.338941	0.020328
0.001367	0.045385	0.509902	22.327213	0.022191
0.201372	0.070155	0.748331	22.470128	0.024268
0.245873	0.049920	0.812404	15.688293	0.113734
0.243753	0.056157	0.678233	14.165942	0.090949
0.079626	0.041288	0.509902	14.751119	0.039894
0.080987	0.046461	0.509902	17.108877	0.068015
0.183027	0.069225	0.748331	17.869136	0.050894
0.212176	0.053930	0.812404	23.455102	0.065687
0.201698	0.023477	0.678233	8.003272	0.072554
0.000803	0.049529	0.509902	18.530207	0.030987
0.001180	0.042568	0.509902	16.746783	0.037321
0.201405	0.049164	0.748331	17.702556	0.066313
0.245496	0.056092	0.812404	14.761873	0.069731
0.200800	0.033981	0.678233	34.333488	0.070570
0.002461	0.045290	0.509902	23.500572	0.048272
0.002535	0.044602	0.509902	25.084658	0.043177
0.198176	0.034667	0.748331	49.724276	0.061568
0.242084	0.031484	0.812404	65.116366	0.093366
0.230207	0.003103	0.678233	43.533797	0.138270
0.004886	0.049939	0.509902	28.903400	0.077850
0.033394	0.077573	0.509902	36.175451	0.042712
0.213622	0.091568	0.748331	26.680381	0.032872
0.263500	0.058270	0.812404	83.936149	0.060354
0.229673	0.054922	0.678233	40.726209	0.118061
0.069886	0.054852	0.509902	35.828806	0.052370
0.070502	0.038976	0.509902	54.372665	0.106587
0.226557	0.044241	0.748331	77.235325	0.045035
0.256440	0.041829	0.812404	86.168352	0.069771
0.270682	0.063812	0.678233	65.223306	0.089798
0.035425	0.074406	0.509902	35.760713	0.043240
0.035931	0.004687	0.509902	21.976391	0.035204
0.210601	0.038391	0.748331	85.776456	0.087723
0.267720	0.043613	0.812404	116.213344	0.068786
0.197373	0.047930	0.678233	84.400497	0.086968
0.043850	0.045522	0.509902	44.097512	0.090060
0.044555	0.042368	0.509902	37.271060	0.031906
0.200874	0.052811	0.748331	104.798878	0.067985
0.244201	0.008302	0.812404	172.339234	0.138719
0.199177	0.018859	0.678233	112.430447	0.109733
0.001712	0.003844	0.509902	24.435312	0.058416
0.001266	0.048512	0.509902	33.520025	0.072517
0.199041	0.037183	0.748331	131.223728	0.050476
0.254855	0.072644	0.812404	164.276174	0.069768
0.195846	0.034296	0.678233	138.190057	0.095750
0.004327	0.066273	0.509902	64.746048	0.068498
0.004187	0.047056	0.509902	20.631580	0.061129
0.198762	0.077583	0.748331	101.262738	0.044534
0.242404	0.065208	0.812404	206.969063	0.100998
0.195930	0.031537	0.678233	149.115691	0.078378
0.092137	0.073291	0.509902	69.474121	0.166984
0.092464	0.043259	0.509902	145.208627	0.289021
3.165319	0.245524	0.927362	336.818731	0.341136
3.829099	0.365827	1.208305	276.141585	0.413383
3.127196	0.227605	1.240967	252.071674	0.271916
0.002003	0.055099	0.509902	70.766819	0.027628
0.001717	0.074937	0.509902	84.029185	0.028350
0.003141	0.005494	0.509902	41.639677	0.051301
0.002516	0.037445	0.509902	55.014811	0.045490
0.001942	0.080601	0.509902	51.788878	0.031084
0.049051	0.053020	0.509902	49.004156	0.026025
0.048987	0.039061	0.509902	47.761409	0.044068
0.049103	0.077892	0.509902	101.740690	0.047701
0.049156	0.045263	0.509902	58.726752	0.074954
0.202866	0.050477	2.083267	109.893297	0.025357
0.248334	0.050866	2.501999	133.771265	0.026345
0.202371	0.033061	2.024846	139.566946	0.058251
0.001751	0.083664	0.509902	69.349694	0.069268
0.001372	0.080034	0.509902	35.371252	0.027339
0.038943	0.051779	0.509902	21.153223	0.015929
0.039003	0.040537	0.509902	43.423108	0.051401
0.037599	0.052921	0.509902	72.758993	0.024003
0.036367	0.038994	0.509902	84.786205	0.094762
0.036539	0.067722	0.509902	53.030209	0.032494
0.036601	0.084056	0.509902	24.681612	0.020643
0.035847	0.036753	0.509902	48.594132	0.021871
0.204140	0.033036	2.083267	109.279948	0.060252
0.252819	0.079317	2.501999	122.875886	0.029293
0.201551	0.065320	2.024846	130.169713	0.140523
0.020565	0.091572	0.509902	22.635303	0.023676
0.020603	0.065852	0.509902	17.391744	0.027336
0.025455	0.042455	0.509902	45.027224	0.014183
0.025624	0.052677	0.509902	14.463998	0.025225
0.025748	0.051167	0.509902	54.279290	0.034172
0.025264	0.061942	0.509902	25.374420	0.016682
0.067818	0.060862	0.509902	58.180377	0.039156
0.067842	0.046794	0.509902	28.331596	0.330218
0.067781	0.082597	0.509902	36.873857	0.013637
0.197493	0.062431	2.083267	98.145613	0.043699
0.228290	0.050570	2.501999	113.434282	0.071498
0.155948	0.040240	2.024846	94.088719	0.085118
0.067986	0.093045	0.509902	16.598661	0.029911
0.069574	0.091288	0.509902	42.531803	0.016539
0.069761	0.045473	0.509902	68.771940	0.062659
0.069802	0.054651	0.509902	70.454521	0.035339
0.070010	0.058592	0.509902	52.639280	0.058068
0.070240	0.012044	0.509902	70.246806	0.024912
0.071506	0.044340	0.509902	30.242145	0.035214
0.071336	0.011909	0.509902	39.526823	0.021596
0.070951	0.065349	0.509902	55.078229	0.034396
0.188719	0.030707	2.083267	64.110031	0.045657
0.214915	0.032043	2.501999	95.390326	0.038797
0.134822	0.054025	2.024846	43.056786	0.016775
0.001921	0.013255	0.509902	34.324055	0.036335
0.078793	0.066221	0.509902	35.058243	0.020574
0.079102	0.056049	0.509902	42.643678	0.025347
0.079722	0.079096	0.509902	21.951923	0.025415
0.080065	0.017547	0.509902	40.625399	0.057723
0.080402	0.046463	0.509902	47.558819	0.033376
0.080852	0.085300	0.509902	41.529141	0.013729
0.080804	0.082608	0.509902	39.543172	0.025071
0.088411	0.054613	0.509902	32.870320	0.034712
0.205543	0.064911	2.083267	111.694508	0.087924
0.347912	0.019867	2.576820	118.330548	0.088069
0.350422	0.107104	2.258318	86.094524	0.080806
0.199583	0.035571	0.374166	80.938122	0.071127
0.001060	0.068422	0.509902	27.361226	0.024005
0.009006	0.043661	0.509902	28.208997	0.025139
0.008822	0.081974	0.509902	22.065869	0.016648
0.203440	0.019441	0.927362	25.073723	0.051909
